Comments,Year,ID Number,Name,Name UD,Illustration,CEFR level,Definition in Russian,Definition in English,Definition in Norwegian,Example 1,Example 2,Example 3,Example 4,Example 5,Morphology,Synt. function of construction,Synt. function of anchor,Synt. structure of anchor,Part of speech of anchor,SemType1,SemSubType1,SemType2,SemSubType2,SemType3,SemSubType3,SemType4,SemSubType4,Semantic role,Communicative type (only for Clause and Biclausal),Usage label,Anchor words,Common fillers,Comment,STRUCTURE in UD,Actionality,Actuality,Additive,Addressee,Apprehension,Assessment,Attitude,Calculation,Caritive,Causation,Cause,Comitative,Comparison,Condition,Concession,Consequence,Degree of accuracy,Degree of intensity,Discourse structure,Epistemic modality (Degree of certainty),Exceptive,Exclusive,Inclusive,Instrument,Manner,Measure,Mirative,Non-existence,Non-Standard Subject,Options,Phase of action,Pluractionality,Possession,Prohibition,Purpose,Quantification,Reaction to the previous discourse,Request,Result,Root modality,Routine,Salient property,Source of information,Source of opinion,Spatial expression,Subset,Taxis,Temporal expression,Temporary characteristics,Timeline,Threat,Volition
,,1130,"можно подумать, (что) Cl","можно подумать, (что) Cl","Можно подумать, ты лучше всех готовишь!",,,,,,,,,,,,Matrix,,,Assessment,Negative,,,,,,,,,NA,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1131,"подумать только, Cl","подумать только, Cl","Подумать только, такой маленький, а такой сообразительный!",,,,,,,,,,,,Parenth,,,Mirative,,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,
,,1132,"можно сказать, Cl","можно сказать, Cl","Он вырос, можно сказать, на моих глазах.",,,,,,,,,,,Parenth,Parenth,,,Epistemic modality,High degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1133,"мягко говоря, Cl","мягко говоря, Cl","Он, мягко говоря, не подарок.",,,,,,,,,,,,Parenth,,,Epistemic modality,High degree of certainty,Degree of intensity,Diminisher,Concession,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,Unspecified,,,Diminisher,,High degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1134,"NP-Nom Cop с NP-Ins на ""вы""","NP-Nom Cop с NP-Ins на ""вы""","Я с техникой на ""вы"".",,,,,,,,,,,,Praedic,,,Attitude,Preferences: Negative,Salient property,Capacity for an activity,Assessment,Negative,,,,,Colloquial,,,,,,,,,,Negative,Preferences: Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capacity for an activity,,,,,,,,,,
,,1135,"NP-Nom Cop с NP-Ins на ""ты""","NP-Nom Cop с NP-Ins на ""ты""","Она с компьютерами на ""ты"".",,,,,,,,,,,Praedic,Praedic,,,Attitude,Preferences: Positive,Salient property,Capacity for an activity,Assessment,Positive,,,,,Colloquial,,,,,,,,,,Positive,Preferences: Positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capacity for an activity,,,,,,,,,,
,,1136,NP-Nom Cop на PronPoss-Loc стороне/на стороне NP-Gen,NP-Nom Cop на PronPoss-Loc стороне/на стороне NP-Gen,В этом споре я на вашей стороне.,,,,,,,,,,,Praedic,Praedic,Simplex prep; PP,,Attitude,Support,Temporary characteristics,"Context, Behavior",,,,,,,NA,,,,,,,,,,,Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Context, Behavior",,,
,,1137,"на PronPoss-Acc взгляд, Cl","на PronPoss-Acc взгляд, Cl","На мой взгляд, это не искусство.",,,,,,,,,,,,Parenth,,,Source of opinion,Expressing opinion,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expressing opinion,,,,,,,,
,,1138,"на первый взгляд, Cl","на первый взгляд, Cl","На первый взгляд, это не искусство.",,,,,,,,,,,Parenth,Parenth,,,Epistemic modality,Low degree of certainty,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,Low degree of certainty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1139,VP на берегу,VP на берегу,"О таких вещах нужно договариваться на берегу, то есть заранее.",,,,,,,,,,,,Adv,,,Taxis,Preceding action,Condition,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preceding action,,,,,
,,1140,VP на бегу,VP на бегу,На бегу поговорили с Петром Ивановичем.,,,,,,,,,,,Adv,Adv,PP; Simplex prep; Noun,,Taxis,Simultaneous action,Manner,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,Simultaneous action,,,,,
,,1141,VP на благо NP-Gen,VP на благо NP-Gen,Он работал на благо родины.,,,,,,,,,,,Adv,Adv,Complex prep / Nominal pattern,,Purpose,,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,
,,1142,на вид Adj,на вид Adj,Он на вид спокойный.,,,,,,,,,,,Praedic,"Praedic, Adv","PP, Simplex prep",,Comparison,Imitation,Degree of accuracy,Approximate,,,,,,,NA,,,,,,,,,,,,,,,,,Imitation,,,,Approximate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1143,NP-Dat на вид Cop лет NumCrd,NP-Dat на вид Cop лет NumCrd,Ему на вид лет сорок.,,,,,,,,,,,Praedic,"Praedic, Adv","PP, Simplex prep; Noun",,Comparison,Imitation,Degree of accuracy,Approximate,,,,,,,NA,,,,,,,,,,,,,,,,,Imitation,,,,Approximate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1144,NP с (Adj) видом (на NP-Acc),NP с (Adj) видом (на NP-Acc),Номер с видом на море,,,,,,,,,,,,Nominal pattern,,,Salient property,Visual property,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual property,,,,,,,,,,
,,1145,VP с Adj видом,VP с AP видом,Он стоит здесь с умным видом.,,,,,,,,,,,,Adj,,,Salient property,Visual property,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual property,,,,,,,Unspecified,,,
,,1146,"у NP-Gen Cop (такой) вид, (будто Cl)","у NP-Gen Cop (такой) вид, (будто Cl)","У тебя такой вид, будто тебе это не интересно.",,,,,,,,,,,,Clause,,,Comparison,Imitation,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,Imitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1147,у NP-Gen Cop Adj вид,у NP-Gen Cop Adj вид,У Пети очень довольный вид.,,,,,,,,,,,,Clause,,,Salient property,Visual property,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual property,,,,,,,Unspecified,,,
,,1148,как NP-Nom NP-Acc раскусил!,как NP-Nom NP-Acc раскусил!,Как брат тебя раскусил!,,,,,,,,,,,,Clause,,,Reaction to the previous discourse,Surprise,Mirative,,,,,,,Exclamatory,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,Surprise,,,,,,,,,,,,,,,
,,1149,NP-Nom стать NP-Ins,NP-Nom стать NP-Ins,Вчера он стал отцом.,,,,,,,,,,,,Verb pattern,,,Salient property,Status,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status,,,,,,,,,,
,,1150,как это NP-Nom (сам) не VP-Pst,как это NP-Nom (сам) не VP-Past,Как это мы сами не додумались!,,,,,,,,,,,,Clause,,,Reaction to the previous discourse,Surprise,Mirative,,,,,,,Exclamatory / Interrogative,Colloquial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,Surprise,,,,,,,,,,,,,,,
,,1151,"(Cl,) как-никак (а) Cl","(Cl,) как-никак (а) Cl","– Что это ты вино покупаешь, тебе же нельзя? – Серебряная свадьба завтра, как-никак.",,,,,,,,,,,,Biclausal,,,Concession,Failed expectation,,,,,,,,Assertive,Colloquial,,,,,,,,,,,,,,,,,,,Failed expectation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1152,какой NP-Nom захочет VP-Inf /чтобы Cl,какой NP-Nom захочет VP-Inf /чтобы Cl,Какая женщина захочет сидеть дома весь день.,,,,,,,,,,,,Clause,,,Attitude,Unwilling,Volition,,,,,,,Exclamatory,Colloquial,,,,,,,,,,,Unwilling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified
,,1153,какой (же) NP-Nom Cop NP-Nom!,какой (же) NP-Nom Cop NP-Nom!,Какой же он дурак!,,,,,,,,,,,,Clause,,,Assessment,Positive; Negative,Degree of intensity,Booster,,,,,,Exclamatory,Colloquial,,,,,,,,,,"Positive, Negative",,,,,,,,,,,,Booster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1154,каков (у NP-Gen) Cop NP-Nom?,каков (у NP-Gen) Cop NP-Nom?,"Ну что, каков у меня сын?",,,,,,,,,,,,Clause,,,Assessment,Positive,Degree of intensity,Booster,,,,,,Interrogative / Exclamatory,Obsolete,,,,,,,,,,Positive,,,,,,,,,,,,Booster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1155,чтоб PronPers-Nom VP-Pfv.Pst!,чтоб PronPers-Nom VP-Perf.Past!,Чтоб он пропал!,,,,,,,,,,,Clause,Adv / Clause,PP; simplex prep,,Attitude,Negative,Routine,Curse,,,,,,Exclamatory,Colloquial,,,,,,,,,,,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Curse,,,,,,,,,,,
,,1156,VP-Imp к чёрту / к чертям/ ко всем чертям,VP-Imper к чёрту / к чертям/ ко всем чертям,Убирайся отсюда ко всем чертям!,,,,,,,,,,,Clause,Clause,Noun; Adj,,Assessment,Negative,Routine,Swearing,Attitude,Negative,,,,Exclamatory,Colloquial,,,,,,,,,,Negative,Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swearing,,,,,,,,,,,
,,1157,ни черта́ не VP,ни черта́ не VP,Я ни черта не вижу.,,,,,,,,,,,Clause,Clause,PP; negation,,Non-existence,Unaffected generally,Degree of intensity,Minimizer: Absence,Routine,Swearing,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,Minimizer: Absence,,,,,,,,,,Unaffected generally,,,,,,,,,,,,,Swearing,,,,,,,,,,,
,,1158,ни шагу не VP,ни шагу не VP,Он ни шагу не ступил.,,,,,,,,,,,,Adv,,,Non-existence,Unaffected small portion,Degree of intensity,Minimizer: Absence,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,Minimizer: Absence,,,,,,,,,,Unaffected small portion,,,,,,,,,,,,,,,,,,,,,,,,
,,1159,ни крошки не VP,ни крошки не VP,Он так и не съел ни крошки.,,,,,,,,,,,,Adv,,,Non-existence,Unaffected small portion,Degree of intensity,Minimizer: Absence,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,Minimizer: Absence,,,,,,,,,,Unaffected small portion,,,,,,,,,,,,,,,,,,,,,,,,
,,1160,ни глотка не VP,ни глотка не VP,Я не выпил ни глотка.,,,,,,,,,,,,Adv,,,Non-existence,Unaffected small portion,Degree of intensity,Minimizer: Absence,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,Minimizer: Absence,,,,,,,,,,Unaffected small portion,,,,,,,,,,,,,,,,,,,,,,,,
,,1161,ни копейки/гроша не VP,ни копейки/гроша не VP,Он ни копейки не потратил.,,,,,,,,,,,,Adv,,,Non-existence,Unaffected small portion,Degree of intensity,Minimizer: Absence,,,,,,,Colloquial,,,,,,,,,,,,,,,,,,,,,,Minimizer: Absence,,,,,,,,,,Unaffected small portion,,,,,,,,,,,,,,,,,,,,,,,,
,,1162,Adv-Cmp всего VP,Adv-Cmp всего VP,Эти бусы подходят к платью лучше всего.,,,,,,,,,,,Adv,Adv,Pron,,Comparison,Inequality,Degree of intensity,Maximizer,,,,,,,NA,,,,,,,,,,,,,,,,,Inequality,,,,,Maximizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1163,"более/менее Adj, чем NP-Nom","более/менее Adj, чем NP-Nom","Петя более общительный, чем Вася.",,,,,,,,,,,Clause,Conj,Conj,,Comparison,Inequality,,,,,,,,,NA,,,,,,,,,,,,,,,,,Inequality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1164,наиболее/наименее Adj среди NP-Gen.Pl,наиболее/наименее Adj среди NP-Gen.Plur,Петя – наиболее приятный человек среди моих знакомых.,,,,,,,,,,,Nominal pattern / Adj,Nominal pattern / Adj,Adv; Simplex prep,,Comparison,Inequality,Degree of intensity,Maximizer,,,,,,,Formal,,,,,,,,,,,,,,,,,Inequality,,,,,Maximizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1165,VP под прикрытием NP-Gen,VP под прикрытием NP-Gen,Корабли маневрировали под прикрытием авиации.,,,,,,,,,,,Adv,Nominal pattern / Adv,Nominal pattern; PP; Simplex prep; Noun,,Manner,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1166,VP под действием NP-Gen,VP под действием NP-Gen,Интернет-бизнес развивается под действием двух тенденций.,,,,,,,,,,,Adv,Nominal pattern / Adv,Nominal pattern; PP; Simplex prep; Noun,,Manner,,Cause ,,,,,,,,NA,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1167,VP под защитой NP-Gen,VP под защитой NP-Gen,Памятник архитектуры находится под защитой ЮНЕСКО.,,,,,,,,,,,Adv,Nominal pattern / Adv,Nominal pattern; PP; Simplex prep; Noun,,Manner,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1168,VP под эгидой NP-Gen,VP под эгидой NP-Gen,Конференция пройдёт под эгидой ООН.,,,,,,,,,,,Adv,Nominal pattern / Adv,Nominal pattern; PP; Simplex prep; Noun,,Manner,,,,,,,,,,Formal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1169,VP под знаком NP-Gen,VP под знаком NP-Gen,Выступление проходило под знаком протеста.,,,,,,,,,,,Adv,Nominal pattern / Adv,Nominal pattern; PP; Simplex prep; Noun,,Manner,,,,,,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1170,XP так ~XP!,XP так XP!,Это был праздник так праздник!,,,,,,,,,,,Clause,Clause,Conj; Reduplication,,Assessment,Positive,Comparison,Equality,,,,,,Exclamatory,Colloquial,,,,,,,,,,Positive,,,,,,,Equality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1171,XP словно XP,XP словно XP,Мальчик пел словно соловей.,,,,,,,,,,,Clause,Conj,Conj,,Comparison,Similarity,,,,,,,,,NA,,,,,,,,,,,,,,,,,Similarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1172,XP будто XP,XP будто XP,Она была красивая будто богиня.,,,,,,,,,,,Clause,Conj,Conj,,Comparison,Similarity,,,,,,,,,NA,,,,,,,,,,,,,,,,,Similarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1173,XP точно XP,XP точно XP,Хрупкий точно из стекла,,,,,,,,,,,Clause,Conj,Conj,,Comparison,Similarity,,,,,,,,,Obsolete,,,,,,,,,,,,,,,,,Similarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1174,NP типа NP-Gen,NP типа NP-Gen,Дом типа хижины,,,,,,,,,,,Nominal pattern,Nominal pattern / Conj,Nominal pattern / Conj,,Comparison,Similarity,Salient property,Unspecified,,,,,,,NA,,,,,,,,,,,,,,,,,Similarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,,,,,,,,,,
,,1175,NP-Nom выдавать NP-Acc за NP-Acc,NP-Nom выдавать NP-Acc за NP-Acc,Он выдавал себя за президента.,,,,,,,,,,,Verb pattern,Verb pattern,Verb pattern; Simplex prep,,Comparison,Imitation,,,,,,,,,NA,,,,,,,,,,,,,,,,,Imitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1176,VP под предлогом NP-Gen,VP под предлогом NP-Gen,Он ушёл с работы под предлогом болезни.,,,,,,,,,,,Adv,Nominal pattern,Nominal pattern,,Comparison,Imitation,,,,,,,,,NA,,,,,,,,,,,,,,,,,Imitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1178,VP то же самое,VP то же самое,Делал он то же самое.,,,,,,,,,,,NP,Adj,Adj; Pron; Adv,,Comparison,Equality,Salient property,Repeatedly the same,,,,,,,NA,,,,,,,,,,,,,,,,,Equality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Repeatedly the same,,,,,,,,,,
,,1179,"NP-Nom притворяться, что Cl","NP-Nom притворяться, что Cl","Он притворялся, что не понимает меня.",,,,,,,,,,,Matrix,Matrix,Verb; Conj,,Comparison,Imitation,,,,,,,,,NA,,,,,,,,,,,,,,,,,Imitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1180,NP-Nom Cop вылитый NP-Nom,NP-Nom Cop вылитый NP-Nom,Катя вылитая мама.,,,,,,,,,,,Praedic,Praedic / Adj,Adj,,Comparison,Equality,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,Equality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1181,NP-Nom с NP-Ins Cop одно лицо,NP-Nom с NP-Ins Cop одно лицо,Вася с папой одно лицо.,,,,,,,,,,,Praedic / Nominal pattern,Praedic / Nominal pattern,Adj; Noun; Simplex prep,,Comparison,Equality,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,Equality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1182,NP-Nom.Pl Cop на одно лицо,NP-Nom.Plur Cop на одно лицо,Все эти врачи на одно лицо.,,,,,,,,,,,Praedic / Nominal pattern,Praedic / Nominal pattern,Adj; Noun; Simplex prep,,Comparison,Equality,,,,,,,,,Colloquial,,,,,,,,,,,,,,,,,Equality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1183,NP сродни NP-Dat,NP сродни NP-Dat,Коллектив телекомпании был сродни театральной труппе.,,,,,,,,,,,Praedic,Prep / Praedic,Complex prep,,Comparison,Similarity,,,,,,,,,Obsolete,,,,,,,,,,,,,,,,,Similarity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1184,"Cl, или/а иначе/иначе VP-Fut/можно VP-Inf","Cl, или/а иначе/иначе VP-Fut/можно VP-Inf","Извинись, иначе я перестану с тобой разговаривать.",,,,,,,,,,,,Biclausal,,,Comparison,Contrast,Threat,,Apprehension,Preventive,,,,,NA,,,,,,,,,Preventive,,,,,,,,Contrast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unspecified,
